stemId,stem,tf,df
46587,rigmgon,1,1
46586,grugnyis,1,1
46585,minal,1,1
46584,a'anydzu,1,1
46583,regmar,1,1
46582,kinytsid,1,1
46581,shr'inggi,1,1
46580,badli,1,1
46579,bsregzhe,1,1
46578,sushs'a,1,1
46577,ba'osku,1,1
46576,tebum,1,1
46574,dastata,1,1
46572,phyugthams,1,1
46573,pannaddho,1,1
46570,byum,1,1
46571,gi'khrug,1,1
46568,migm'a,1,1
46569,soldang,1,1
46567,badharaksha,1,1
46564,shtsye,1,1
46565,aina'obhi,1,1
46562,ti'ota,1,1
46563,srarthe,1,1
46560,shegtshul,1,1
46561,bcugzhes,1,1
46557,tsihan,1,1
46556,la'gar,1,1
46559,ba'osrab,1,1
46558,tshetshyat,1,1
46553,dh'irlo,1,1
46552,reggar,1,1
46555,zhograng,1,1
46554,dagdbugs,1,1
46549,na'omi,1,1
46548,kr'akshma,1,1
46551,tli'ode,1,1
46550,nomdor,1,1
46545,'ognas,1,1
46544,bcagrkang,1,1
46547,aaksh'an,1,1
46546,bhotpa,1,1
46540,trishn'am,1,1
46541,cing'jigs,1,1
46542,sobrgyal,1,1
46543,tatistha,1,1
46536,notam,1,1
46537,gcigbam,1,1
46538,cigskabs,1,1
46539,bhiddham,1,1
46532,cigyong,1,1
46533,gamnyam,1,1
46534,tumbya,1,1
46535,gom'a,1,1
46528,shakta'i,1,1
46529,kawam,1,1
46530,shreshth'a,1,1
46531,ponub,1,1
52546,dz'irno,1,1
52547,ktanytsa,1,1
52544,rusa,1,1
52545,ninydze,1,1
52550,pakthi,1,1
52551,dab'a,1,1
52548,dz'in,1,1
52549,s'ushma,1,1
52554,rodgug,1,1
52555,bansura,1,1
52552,renyamba,1,1
52553,karnn'am,1,1
52558,sy'attr'a,1,1
52559,cigsgrom,1,1
52556,'grobtsun,1,1
52563,tsindhya,1,1
52562,mchognyes,1,1
52561,karm'ata,1,1
52560,shvantha,1,1
52567,laksheeshtsa,1,1
52566,nusha,1,1
52565,p'urni,1,1
52564,ciggur,1,1
52571,n'adbarsh'a,1,1
52570,beedya,1,1
52568,dbhrim,1,1
52575,m'amksham,1,1
52574,deshtro,1,1
52573,karm'anta,1,1
52572,bathabs,1,1
52576,kartumarha,1,1
52577,madzdzata,1,1
52578,ty'ad,1,1
52579,stebyas,1,1
52581,gandis,1,1
52582,tyaddhu,1,1
52583,cigphyis,1,1
52584,badkyil,1,1
52585,bhrakna,1,1
52586,phyirde'i,1,1
52587,rundha'o,1,1
52588,shushyatta,1,1
52589,tsand'al,1,1
52590,r'ishi,1,1
52591,tthya,1,1
52592,aatthe,1,1
52595,ngoskra,1,1
52594,aurdhanda,1,1
52597,dhuppa,1,1
52596,kammo,1,1
52599,mar'isha,1,1
52598,bapty'a,1,1
52601,norby'a,1,1
52600,minnges,1,1
52603,nobab,1,1
52602,bdagdgos,1,1
52605,grolmkha',1,1
52604,grag'dir,1,1
52607,aasthn'i,1,1
52606,damshatra,1,1
52486,bhubam,1,1
52487,aakrakshya,1,1
52484,gimthe'u,1,1
52485,'grosteng,1,1
52482,bshadkhyod,1,1
52483,santa',1,1
52480,drugsgra,1,1
52481,bodhe,1,1
52494,norgyus,1,1
52495,dga'o'od,1,1
52492,ratri,1,1
52493,hanngo,1,1
52491,drakshyan,1,1
52488,batkartri,1,1
52489,sutstshanda,1,1
52503,poslob,1,1
52502,wl'i'o,1,1
52501,ro'chad,1,1
52500,shanytsintu,1,1
52499,shraddh'aka,1,1
52497,sattr'atthu,1,1
52496,kamci,1,1
52511,'gagtha,1,1
52510,hukku,1,1
52509,mallam,1,1
52508,co'u,1,1
52507,beekshya,1,1
52506,pt'ashtse,1,1
52505,desde'i,1,1
52504,nyarha,1,1
52516,la'o'jug,1,1
52518,tu'obsam,1,1
52519,ccig,1,1
52512,cigsben,1,1
52514,shvattho,1,1
52515,batvaddarsha,1,1
52524,ngotshor,1,1
52525,pa'obi,1,1
52526,turdvoo,1,1
52527,zhigreg,1,1
52520,sannadzny'a,1,1
52521,parme,1,1
52522,kelu,1,1
52523,gzhagba,1,1
52533,dhugdhve,1,1
52532,r'irshya,1,1
52535,khyeb,1,1
52534,tomtha',1,1
52529,tshigdbye,1,1
52528,kartsi,1,1
52531,k'and'am,1,1
52530,b'aptyee,1,1
52541,pa'omal,1,1
52540,gatty'a,1,1
52543,dagzhus,1,1
52542,lotstshv'a,1,1
52537,'dulbyang,1,1
52536,bdagpra,1,1
52539,tsttam,1,1
52538,bya'obrjod,1,1
52683,bashpa,1,1
52682,t'irtsetshe,1,1
52680,bantram,1,1
52687,dhanmi,1,1
52684,bhinatti,1,1
52675,ninga'i,1,1
52674,rnir,1,1
52679,lampa',1,1
52678,phyug'di,1,1
52677,tshignga,1,1
52698,aungk'a,1,1
52699,bdugmkhur,1,1
52696,kroshtun'a,1,1
52697,yisston,1,1
52703,kitt'amt,1,1
52700,beemu,1,1
52701,gsobi,1,1
52690,smin'a'o,1,1
52691,sregyin,1,1
52688,tyantadbh'a,1,1
52689,gsumrgyam,1,1
52694,rlogkha,1,1
52695,sgo'u,1,1
52692,byatshangs,1,1
52693,keshu,1,1
52713,regsla,1,1
52712,bzlogbla,1,1
52715,shukka,1,1
52714,gcig'di'i,1,1
52716,bzlogyig,1,1
52719,te'oaan,1,1
52718,migk'a,1,1
52704,gospong,1,1
52707,tshuldbang,1,1
52706,kamsatt'a,1,1
52709,gzhagrkun,1,1
52711,sanp'u,1,1
52710,btegrnam,1,1
52728,ltungmkha',1,1
52729,yangbcu,1,1
52730,glim,1,1
52731,phyr,1,1
52732,khkh'ad,1,1
52733,bya'ogri,1,1
52734,pa'm,1,1
52735,adg,1,1
52720,shubhram,1,1
52721,ghambha,1,1
52722,pullotpa,1,1
52723,nm'ana,1,1
52724,krinm'urtta,1,1
52725,studhve,1,1
52726,sitl'a,1,1
52727,ngke,1,1
52623,tvatan,1,1
52622,a'urbashth'i,1,1
52621,tengo,1,1
52620,aaklipsma,1,1
52618,hirdv'a,1,1
52617,thegbde,1,1
52616,sh'aty'a,1,1
52615,bya'oblta,1,1
52614,dodbh'u,1,1
52613,'jugtshe,1,1
52612,ksra,1,1
52611,bdagbzhi,1,1
52610,'jugp'a,1,1
52609,ltartshe,1,1
52608,sasrashtha,1,1
52638,rbuddhe,1,1
52639,tr'antra,1,1
52636,dhradza,1,1
52637,gciglcags,1,1
52634,'dugbden,1,1
52632,tstsharddhi,1,1
52633,brainda,1,1
52630,kyangsdug,1,1
52628,s'ata'i,1,1
52629,ghramgtum,1,1
52626,nagbhy'am,1,1
52624,riha,1,1
52625,'khrugzhang,1,1
52653,partri,1,1
52652,stabdh'a,1,1
52655,dtvam,1,1
52654,dhukgo,1,1
52649,'phrogdper,1,1
52648,'byungrnam,1,1
52651,shuddhonyhambrjod,1,1
52650,bhardznya,1,1
52645,brtsigba,1,1
52644,gesti,1,1
52647,bodper,1,1
52646,shigbsgoms,1,1
52641,shulk'a,1,1
52640,nishas,1,1
52643,aetva,1,1
52642,b'ikshi,1,1
52669,bzloggza',1,1
52670,bhikshust'a,1,1
52671,'jugdkyil,1,1
52664,byaskal,1,1
52665,'dzagrked,1,1
52666,'dibrjod,1,1
52667,cansha,1,1
52660,n'ardi,1,1
52661,kakhanydz'a,1,1
52662,sku'osku,1,1
52663,gugma,1,1
52656,aabdhoo,1,1
52657,dagnas,1,1
52659,parsnyoms,1,1
52305,mg'i,1,1
52304,s'abta,1,1
52307,phyirbzhin,1,1
52306,dogces,1,1
52309,gdugsbrul,1,1
52308,sgrognam,1,1
52311,gzhaggrol,1,1
52310,sirbbi,1,1
52315,gsumde'i,1,1
52314,ghashtam,1,1
52317,l'andhe,1,1
52316,naddharmma,1,1
52319,nime'i,1,1
52318,dz'and'i,1,1
52289,cinggzhan,1,1
52290,bagn'a,1,1
52291,nyidmngar,1,1
52292,poondam,1,1
52293,losra,1,1
52294,ghudbhy'am,1,1
52295,mdognu,1,1
52297,a'irshe,1,1
52298,sdigdang,1,1
52299,bstanrgyam,1,1
52300,kritto,1,1
52301,r'ashtum,1,1
52302,shogbrgya,1,1
52303,byedmngon,1,1
52339,paphphpahm'a,1,1
52338,tirbimba,1,1
52337,a'atm'abhy'am,1,1
52336,aurba'i,1,1
52343,ratnarth'i,1,1
52342,gcigbsod,1,1
52341,nigza',1,1
52340,lassdug,1,1
52347,ldoggnas,1,1
52346,pa'obcings,1,1
52345,shalk'i,1,1
52344,pishnurbam,1,1
52351,bya'olangs,1,1
52350,purnnirdzi,1,1
52349,nitsa'ang,1,1
52348,kaaamba,1,1
52322,pa'ozur,1,1
52323,shogbskyed,1,1
52320,yinaong,1,1
52321,tirn'i,1,1
52326,trorbba,1,1
52327,prabhanydza,1,1
52324,susrung,1,1
52325,gsungs'gro,1,1
52330,matha'i,1,1
52331,bhanbhar,1,1
52328,basskyon,1,1
52329,cigsku'i,1,1
52334,zhogphud,1,1
52335,kadm'a,1,1
52332,'chadces,1,1
52333,tt'ata,1,1
52245,'dzagsrab,1,1
52247,mandhi,1,1
52246,ngang'od,1,1
52241,gcigdmigs,1,1
52243,gzhugsngas,1,1
52242,shts,1,1
52253,ciggrangs,1,1
52252,dpalzhes,1,1
52254,khyi'u'i,1,1
52249,diktshabda,1,1
52248,thkl'i,1,1
52251,aangtsha,1,1
52250,yikhyod,1,1
52228,ttme,1,1
52229,nabhri,1,1
52230,mdoglte,1,1
52231,yisbum,1,1
52224,sharbb'a,1,1
52225,p'ushpe,1,1
52226,shvarghya,1,1
52227,khadh'a,1,1
52236,tryadd'a,1,1
52237,nobyed,1,1
52238,dragspyi,1,1
52239,zhigcho,1,1
52232,tvarththe,1,1
52233,gemi,1,1
52234,pattatstsa,1,1
52235,gnagsgrub,1,1
52278,bidgu,1,1
52277,dzhall'i,1,1
52276,'dugsnod,1,1
52274,dangmar,1,1
52273,p'urbb'arddha,1,1
52272,btsaglag,1,1
52287,pokshya,1,1
52286,pa'odpung,1,1
52285,smyil,1,1
52284,kagtsug,1,1
52283,aaksh'am,1,1
52282,lingg'i,1,1
52281,bsregpags,1,1
52280,brtagba,1,1
52262,horboo,1,1
52263,gophyi'i,1,1
52260,kshushyim,1,1
52261,dobya,1,1
52258,tsandhas,1,1
52259,yugsbyor,1,1
52256,bdugdri,1,1
52257,me'ome,1,1
52270,karkta,1,1
52271,sregshing,1,1
52269,phagthod,1,1
52266,parnn'e,1,1
52267,dz'atstsa,1,1
52264,bsduthog,1,1
52265,sy'atsi,1,1
52440,lha'oyongs,1,1
52441,norin,1,1
52442,tegcig,1,1
52443,sh'ardzi,1,1
52444,dzyani,1,1
52445,k'anytsi'am,1,1
52446,phyagnyon,1,1
52447,trisht'ubbhatam,1,1
52433,kamhee,1,1
52434,gsollha,1,1
52435,duggzi,1,1
52436,hrrim,1,1
52437,bhakshi'i,1,1
52438,gosh'a,1,1
52439,palas,1,1
52425,libta,1,1
52427,y'asm'anna,1,1
52426,pashtsanni,1,1
52429,aakoti,1,1
52428,panytsata,1,1
52431,kashm'iree,1,1
52430,dzanmotsha,1,1
52417,ste'gros,1,1
52416,kutsha,1,1
52418,la'obhandza,1,1
52421,dangchog,1,1
52420,ba'amrtsa,1,1
52423,miglto,1,1
52422,grenthi'i,1,1
52474,lokhams,1,1
52475,kshmyoo,1,1
52472,pustvam,1,1
52473,bragme,1,1
52479,aatas,1,1
52477,dbyi'od'a,1,1
52467,mamtstsh'a,1,1
52464,kamig,1,1
52465,kamkartri,1,1
52470,bdag'gyod,1,1
52471,bhuti,1,1
52468,langk'anytsa,1,1
52469,kanimba,1,1
52459,rnagkhragrdul,1,1
52458,bragnas,1,1
52457,tvta,1,1
52456,godkyil,1,1
52463,pa'opra,1,1
52462,sdugleb,1,1
52461,ma'opa,1,1
52460,canzhabs,1,1
52450,sregngad,1,1
52449,drugbyams,1,1
52448,sparshasb'i,1,1
52454,grihanan,1,1
52453,roggtor,1,1
52452,phyirrtog,1,1
52380,dvika,1,1
52381,yaksha'i,1,1
52383,rigthabs,1,1
52376,chigkhyod,1,1
52377,phatgnod,1,1
52378,kegndhe,1,1
52379,khv'i,1,1
52372,shibu,1,1
52374,kanth'anti,1,1
52375,ddva,1,1
52368,bartam'a,1,1
52369,rukma,1,1
52370,gharmmi,1,1
52371,kart'a'o,1,1
52365,brishtha,1,1
52364,siddhma,1,1
52367,ty'angga,1,1
52366,yordzye,1,1
52361,pashin,1,1
52360,naslhan,1,1
52363,tstsh'am,1,1
52362,dpagrjes,1,1
52357,dughe,1,1
52356,bsregcas,1,1
52359,la'obartta,1,1
52358,rtogpa,1,1
52353,disa,1,1
52352,rarnn'arnna,1,1
52355,basty'ante,1,1
52414,patshal,1,1
52415,sarbb'an,1,1
52412,dishvi,1,1
52413,b'urshy'ata,1,1
52410,h'uya,1,1
52411,patsasva,1,1
52408,deermma,1,1
52409,'dongzhes,1,1
52406,shat'um,1,1
52407,kyanga'o,1,1
52404,aanytsa'o,1,1
52405,tsush'i,1,1
52402,shvadga,1,1
52403,nkan,1,1
52400,dane,1,1
52401,kartturdo,1,1
52399,mchogzhig,1,1
52398,mugdh'u,1,1
52397,drugyu,1,1
52396,grihn'am,1,1
52395,rps'ati,1,1
52394,notpi,1,1
52393,labh'u,1,1
52392,dagkhru,1,1
52391,regsog,1,1
52390,'khrugrlung,1,1
52389,cadpa,1,1
52388,brahm'ats'a,1,1
52387,kamp'anytsa,1,1
52386,sannend'u,1,1
53092,tyutstshe,1,1
53093,bsagbdag,1,1
53094,manthat,1,1
53095,ynas,1,1
53088,nutpi,1,1
53089,bandy'a,1,1
53090,gisarba,1,1
53091,shogbshes,1,1
53100,shr'antim,1,1
53101,lyata,1,1
53103,natku,1,1
53096,kakarba,1,1
53097,togko,1,1
53098,bighhnam,1,1
53099,ngagdag,1,1
53109,tshogs'dis,1,1
53108,kngi,1,1
53111,d'irg'i,1,1
53110,todgongs,1,1
53104,bdagdrag,1,1
53107,mletstsham,1,1
53106,madzdzatsharba,1,1
53117,babyis,1,1
53116,ratn'atta,1,1
53119,hongya,1,1
53118,k'adbha,1,1
53112,yangdes,1,1
53115,aikbya,1,1
53114,dhukshanta,1,1
53062,nomya,1,1
53063,tr'abha,1,1
53060,sh'akra,1,1
53061,shigrings,1,1
53059,khantri,1,1
53056,krakshyan,1,1
53057,danspya,1,1
53070,nagpi,1,1
53068,shn'anna,1,1
53069,nushtsand'a,1,1
53066,'jugyur,1,1
53067,med'u,1,1
53064,rbyed,1,1
53065,pa'odgon,1,1
53079,badi'o,1,1
53078,'bodmgo,1,1
53077,p'ushka,1,1
53075,zlogji,1,1
53074,aahvanta,1,1
53073,masp'i,1,1
53087,m'artt'i,1,1
53086,o'phang,1,1
53085,mthugmyur,1,1
53084,'dzinmchod,1,1
53083,dodper,1,1
53082,shuddhonyaha,1,1
53081,lakshna,1,1
53080,b'agbadzra,1,1
53024,tyal,1,1
53025,aaryanta,1,1
53026,gatt'a,1,1
53027,goolmi,1,1
53028,kamspha,1,1
53029,kkhgghng'a'o,1,1
53030,hodbhing'a,1,1
53031,dbyigrta,1,1
53032,lunthi,1,1
53034,bdagbzlog,1,1
53035,laska,1,1
53036,'dzagdus,1,1
53037,soshupt'ata,1,1
53038,yadzny'am,1,1
53039,cigkam,1,1
53040,miskra,1,1
53043,golji,1,1
53042,mdoggtso,1,1
53045,gomya,1,1
53044,ts'atu,1,1
53047,auddishtha'o,1,1
53046,ty'i,1,1
53049,kathyan,1,1
53048,ngoglan,1,1
53051,gargha'm,1,1
53050,kyangsna,1,1
53053,shp'i,1,1
53052,yedzdz'i,1,1
53055,nirdzdzha,1,1
52994,dzyoka,1,1
52995,tikaaootta,1,1
52992,shalke,1,1
52993,brigdhve,1,1
52998,senglho,1,1
52999,trishtuptshru,1,1
52996,tsindha'i,1,1
52997,phyaglus,1,1
53002,momchog,1,1
53000,yodphyi,1,1
53006,bzloggyen,1,1
53007,bkaggos,1,1
53004,thina'o,1,1
53005,min'dir,1,1
53011,hanhri,1,1
53010,shuddhirbha,1,1
53009,dutstsha,1,1
53008,shog'ba',1,1
53015,pabying,1,1
53014,y'ann'a,1,1
53013,zhingskye,1,1
53019,dzatti,1,1
53018,ryeng,1,1
53017,hvata,1,1
53016,dhigm'ambi,1,1
53023,kreeshma,1,1
53022,rnaryi,1,1
53021,r'ashts'akri,1,1
53020,d'irgh'am,1,1
53228,samgal,1,1
53231,potkanthi,1,1
53230,drugzhal,1,1
53225,gdanspyan,1,1
53224,losbyor,1,1
53227,y'atam,1,1
53226,bcugngan,1,1
53221,gcignyes,1,1
53220,trenna,1,1
53223,ngamchen,1,1
53222,stetsam,1,1
53216,ngomthun,1,1
53219,herkka,1,1
53218,kshnata,1,1
53244,aadh'ishta'o,1,1
53245,tisdza,1,1
53246,brtsigkhang,1,1
53247,cinggzugs,1,1
53241,n'ardram,1,1
53242,yodbhu,1,1
53243,sgzugs,1,1
53236,bidzima,1,1
53237,tshiglugs,1,1
53238,shogphan,1,1
53239,rtagmtshun,1,1
53232,gzhugshes,1,1
53233,skandham,1,1
53234,shyaddhyo,1,1
53235,bkuglte,1,1
53199,dzanpra,1,1
53198,rutnam,1,1
53197,bh'akbhvam,1,1
53196,d'irghata,1,1
53195,pa'igleng,1,1
53194,aubha,1,1
53193,phal'a,1,1
53192,h'atki,1,1
53191,'jogbdag,1,1
53190,ph'urdzdz'a,1,1
53189,nyidbyang,1,1
53188,rashtsandra,1,1
53187,tyalpe,1,1
53186,tvaddva,1,1
53185,mchogbstan,1,1
53214,byartsa,1,1
53215,b'asm'anp'a,1,1
53212,churtsva,1,1
53213,'draw,1,1
53210,mchogsnum,1,1
53211,koode,1,1
53208,zhip,1,1
53209,durta,1,1
53206,wabhi,1,1
53207,kotsha,1,1
53202,dhidm'am,1,1
53203,dragrnam,1,1
53200,bstanpadmas,1,1
53201,sthasta,1,1
53161,druggzhi,1,1
53160,legsrin,1,1
53163,durm'urtta,1,1
53162,bu'omthong,1,1
53165,blta'omam,1,1
53164,lurga,1,1
53167,dzyoo'o,1,1
53166,gayin,1,1
53153,sam'annam,1,1
53152,keesarwa,1,1
53155,shakty'a,1,1
53154,gzhugrtags,1,1
53157,leeryasmin,1,1
53156,tanmurdhi,1,1
53159,ka'ophyag,1,1
53158,autishth'a,1,1
53176,drugkong,1,1
53177,gzhagbrjod,1,1
53178,aashtnra,1,1
53179,bedzra,1,1
53180,aatr'arps'it,1,1
53181,m'attadgantum,1,1
53182,kotti,1,1
53183,sharksha,1,1
53168,brgyadyul,1,1
53170,gtsuggnyis,1,1
53171,nogling,1,1
53172,gyisbskyod,1,1
53173,dangthugs,1,1
53174,dobeshti,1,1
53175,padgos,1,1
53131,mugdham,1,1
53130,tsisk'irsh'a,1,1
53129,d'atko,1,1
53128,dudbhidzdza,1,1
53135,rogsungs,1,1
53134,kshy'ata,1,1
53132,kustri,1,1
53123,tapa'o,1,1
53122,shr'ant'im,1,1
53121,bharksh'ita,1,1
53120,'khorma,1,1
53127,bhunydze,1,1
53126,yisnges,1,1
53125,gadzdz'antu,1,1
53124,zlogbcom,1,1
53146,bshadrlung,1,1
53147,karpur,1,1
53144,tshiglus,1,1
53145,ghasti,1,1
53150,togthams,1,1
53151,pasmdo,1,1
53148,lentha,1,1
53149,dutth'a,1,1
53139,dh'atstsa,1,1
53136,hmaha,1,1
53137,lagsbyin,1,1
53142,pradzny'ap'ara,1,1
53140,teshar,1,1
52854,krastva,1,1
52853,klishtatstsh'a,1,1
52852,hnata,1,1
52851,ghamtsam,1,1
52850,haheem,1,1
52849,dyesha,1,1
52848,mchogshong,1,1
52863,m'atpa,1,1
52862,rtogyongs,1,1
52861,gyonle,1,1
52860,kamwa,1,1
52859,sy'anmri,1,1
52858,sarth'artha,1,1
52857,bkaaa,1,1
52856,gcigdag,1,1
52838,'jiggzhan,1,1
52839,dhips'ita,1,1
52836,bragku,1,1
52837,shtriksha,1,1
52834,shashkand'i,1,1
52835,gundh'e,1,1
52832,basth'u,1,1
52833,zheslta,1,1
52846,ba'o'dzum,1,1
52847,pratna,1,1
52844,narts'a,1,1
52845,gcigthob,1,1
52842,p'adhy'a,1,1
52843,dh'os,1,1
52840,phany,1,1
52841,y'angya,1,1
52820,k'amdzod,1,1
52823,kratya,1,1
52822,shutran,1,1
52817,lagnyis,1,1
52816,mthurin,1,1
52819,bcassgyu,1,1
52818,dagres,1,1
52829,ramka,1,1
52831,rbotta,1,1
52830,yindper,1,1
52824,traste,1,1
52827,dhho,1,1
52826,tirde,1,1
52804,reeshtsa,1,1
52805,nngo,1,1
52806,bhaktyee,1,1
52807,nurme,1,1
52800,lipi,1,1
52802,bsdu'obrag,1,1
52803,bzhagsteng,1,1
52812,dangaindra,1,1
52813,w'agahe,1,1
52814,ba'obtung,1,1
52815,tunt'a,1,1
52808,bhinya,1,1
52809,kasmig,1,1
52810,braggter,1,1
52811,'jignang,1,1
52787,g'ast'i,1,1
52786,darpyotpa,1,1
52784,phandam,1,1
52790,phyagkhyod,1,1
52789,dritta,1,1
52788,lindu,1,1
52795,keshutpa,1,1
52794,srambhi,1,1
52793,bcinggrung,1,1
52792,tutku,1,1
52799,skye'ogal,1,1
52798,prishtastata,1,1
52797,tsaddhvi,1,1
52796,chogso,1,1
52770,nanga'i,1,1
52771,rapbh'a,1,1
52768,bundhi,1,1
52769,bya'ozlos,1,1
52774,tsanytsun,1,1
52775,h'ardhy'a,1,1
52772,gzhugdu,1,1
52773,dagbgo,1,1
52778,bsregrtog,1,1
52779,nomnod,1,1
52776,bhirbarn'a,1,1
52777,brudrtse,1,1
52782,shassa,1,1
52783,aadyoo,1,1
52780,yiso,1,1
52781,nenya,1,1
52753,aukanya'i,1,1
52755,srognye,1,1
52754,dznyastsa,1,1
52757,aandha'i,1,1
52756,bya'otsa,1,1
52759,kamtee,1,1
52758,mutda,1,1
52761,mdanta,1,1
52760,sandhistu,1,1
52763,nikye,1,1
52762,aarnnishta,1,1
52765,tream,1,1
52764,rasmirni,1,1
52767,tattha,1,1
52766,dzakshiti,1,1
52736,tshigkhyad,1,1
52737,lotka,1,1
52738,hr'o,1,1
52739,n'amga,1,1
52740,sortogs,1,1
52741,bhradzdzya,1,1
52742,zhigbud,1,1
52744,pa'odpyod,1,1
52745,n'ishtha'i,1,1
52746,ghghr'i,1,1
52747,y'adb'a,1,1
52748,'dr'a,1,1
52749,aatsak'irtat,1,1
52750,bdagsgeg,1,1
52751,sv'arbh'u,1,1
52990,tusti,1,1
52991,bya'onyal,1,1
52986,'dra'oji,1,1
52987,'ongstsandan,1,1
52984,yuwanoo,1,1
52985,shn'ata,1,1
52982,mutsts'a,1,1
52983,bsreggzhan,1,1
52981,thu'otu'i,1,1
52979,aatstshinte,1,1
52976,phyagrgyal,1,1
52975,dadhn'a,1,1
52974,la'ang'dren,1,1
52973,po'ognon,1,1
52972,nyastr'a,1,1
52971,migdon,1,1
52970,yasbyang,1,1
52969,kardam,1,1
52968,b'ashb'ambu,1,1
52967,khragngo,1,1
52966,sbyarrnal,1,1
52964,tayig,1,1
52963,p'utna,1,1
52962,sh'an'an,1,1
52961,shr'it,1,1
52960,bed'u,1,1
52956,chog'bras,1,1
52957,dulha,1,1
52958,hy'i,1,1
52959,gnagme,1,1
52952,bzlogbden,1,1
52953,rtogdpal,1,1
52954,ksh'aam,1,1
52955,yastunda,1,1
52949,tyuktve,1,1
52950,brirtti,1,1
52944,shr'adh'a,1,1
52945,skrum,1,1
52946,mchogspros,1,1
52947,kandarbpa,1,1
52941,rthug,1,1
52940,dodran,1,1
52943,gcigkhra,1,1
52936,brtagyid,1,1
52939,'jigdmigs,1,1
52938,hishman,1,1
52933,bida'i,1,1
52932,w'akhe,1,1
52935,la'angrjes,1,1
52934,norbi,1,1
52929,dagmtshang,1,1
52928,dgagri,1,1
52931,regbuddha,1,1
52930,tr'aksha,1,1
52922,pa'otshod,1,1
52923,tetiryogya,1,1
52920,ndhem,1,1
52921,byabshang,1,1
52926,a'iha,1,1
52927,sdigspyad,1,1
52924,rawarna,1,1
52925,gurda,1,1
52914,shvishta,1,1
52915,gtumzhes,1,1
52912,ghanot,1,1
52913,sarbbenyapa,1,1
52918,byamba,1,1
52919,bhnan,1,1
52916,dribh'i,1,1
52917,gadzny'a,1,1
52907,hrung,1,1
52906,d'yrya,1,1
52905,aanytsal,1,1
52904,po'obskrun,1,1
52910,thetyu,1,1
52909,shambu'am,1,1
52908,watti,1,1
52899,'gogldog,1,1
52898,dangspro,1,1
52897,nging,1,1
52896,nvalla,1,1
52903,mchogbil,1,1
52902,cinglag,1,1
52901,bdagb'i,1,1
52900,gyibar,1,1
52888,kazhing,1,1
52889,dangdeng,1,1
52890,mchogbrtse,1,1
52891,po'o'i,1,1
52892,gnas'dir,1,1
52893,b'amta,1,1
52894,ngagrdo,1,1
52895,tesor,1,1
52881,gtarnni,1,1
52882,pandhe,1,1
52883,gzhagkhra,1,1
52884,milli,1,1
52885,gzhiggtsug,1,1
52886,maksham,1,1
52887,saktya,1,1
52873,narigs,1,1
52872,'dzinrgyun,1,1
52875,manb'angg'i,1,1
52874,sarg'atstsa,1,1
52877,griha'i,1,1
52876,bzlogrgyal,1,1
52879,durdanda,1,1
52878,rusbal,1,1
52865,dgeslob,1,1
52864,btegyud,1,1
52867,tatshv'a,1,1
52866,podbha,1,1
52869,dhruksha,1,1
52868,dhanydza,1,1
52871,ghadta,1,1
52870,rd'andi,1,1
51470,stebdun,1,1
51471,shog'khrul,1,1
51468,drishtaste,1,1
51469,autpa',1,1
51466,ngug,1,1
51464,ro'brel,1,1
51465,pl',1,1
51462,dagdpyis,1,1
51463,ny'atstshattra,1,1
51460,phogspra,1,1
51458,tilkhyaka,1,1
51459,aupdh'a'i,1,1
51456,kayo,1,1
51457,tonggra,1,1
51487,nakalpa,1,1
51486,mchogbzung,1,1
51485,ndu'i,1,1
51484,h'ary'a,1,1
51482,prastishthanti,1,1
51481,tsidd'irgha,1,1
51480,bya'ode'ang,1,1
51478,gtsugthung,1,1
51477,nishpashta,1,1
51476,bltake,1,1
51475,kaaanggu,1,1
51474,yidpal,1,1
51473,skagbco,1,1
51472,bh'uddvi,1,1
51500,'dug'bring,1,1
51501,krnda,1,1
51502,benya'i'o,1,1
51503,gardharba,1,1
51496,rtoggcig,1,1
51497,shtakka,1,1
51498,duggsang,1,1
51499,autstsham,1,1
51492,bstanskar,1,1
51493,drishtv'apta,1,1
51494,keshi,1,1
51495,latsa'ang,1,1
51488,shormma,1,1
51489,soon'i,1,1
51490,dubsams,1,1
51491,gorting,1,1
51517,'bsrung,1,1
51516,zhogdon,1,1
51519,bhall'i,1,1
51518,yismos,1,1
51513,palegs,1,1
51512,ghasmar'ir,1,1
51515,widba,1,1
51514,syurmoo,1,1
51509,srighanesha,1,1
51508,aarbanastra,1,1
51511,z'i,1,1
51510,bgyidkyil,1,1
51505,too'i,1,1
51504,sorku,1,1
51507,rosgong,1,1
51506,b'ishtsi,1,1
51530,nyp'i,1,1
51531,aiya'o,1,1
51528,zlogchos,1,1
51529,tstsheda,1,1
51534,reglhag,1,1
51535,surnna,1,1
51532,kashya,1,1
51533,bzhagnang,1,1
51522,sonte,1,1
51523,brdegaom,1,1
51520,yooshi,1,1
51521,darthya,1,1
51526,lag'phel,1,1
51527,a'ak'arsha,1,1
51524,shlishte,1,1
51525,kyangmtshungs,1,1
51547,bzlogphyir,1,1
51546,subishti,1,1
51545,aanbi'o,1,1
51544,'chusmgo,1,1
51551,la'oboorna,1,1
51550,makti,1,1
51549,bzhagmu,1,1
51548,bhoosphu,1,1
51539,ro'jam,1,1
51538,nignyis,1,1
51537,bist'irnn'a,1,1
51536,khawa,1,1
51543,shasmi,1,1
51542,dhvatt'a,1,1
